"","X.1","X","site_ID","ID","Month_2015_from_pm2.5","monthly_mean_aqi_2015_from_pm2.5","monthly_mean_pm2.5_2015_from_pm2.5","n.obs_2015_from_pm2.5","Month_2015_from_pm10","monthly_mean_aqi_2015_from_pm10","monthly_mean_pm10_2015_from_pm10","n.obs_2015_from_pm10","Month_2016_from_pm2.5","monthly_mean_aqi_2016_from_pm2.5","monthly_mean_pm2.5_2016_from_pm2.5","n.obs_2016_from_pm2.5","Month_2016_from_pm10","monthly_mean_aqi_2016_from_pm10","monthly_mean_pm10_2016_from_pm10","n.obs_2016_from_pm10","Month_2017_from_pm2.5","monthly_mean_aqi_2017_from_pm2.5","monthly_mean_pm2.5_2017_from_pm2.5","n.obs_2017_from_pm2.5","Month_2017_from_pm10","monthly_mean_aqi_2017_from_pm10","monthly_mean_pm10_2017_from_pm10","n.obs_2017_from_pm10","Month_2018_from_pm2.5","monthly_mean_aqi_2018_from_pm2.5","monthly_mean_pm2.5_2018_from_pm2.5","n.obs_2018_from_pm2.5","Month_2018_from_pm10","monthly_mean_aqi_2018_from_pm10","monthly_mean_pm10_2018_from_pm10","n.obs_2018_from_pm10","Month_2019_from_pm2.5","monthly_mean_aqi_2019_from_pm2.5","monthly_mean_pm2.5_2019_from_pm2.5","n.obs_2019_from_pm2.5","Month_2019_from_pm10","monthly_mean_aqi_2019_from_pm10","monthly_mean_pm10_2019_from_pm10","n.obs_2019_from_pm10","Month_2020_from_pm2.5","monthly_mean_aqi_2020_from_pm2.5","monthly_mean_pm2.5_2020_from_pm2.5","n.obs_2020_from_pm2.5","Month_2020_from_pm10","monthly_mean_aqi_2020_from_pm10","monthly_mean_pm10_2020_from_pm10","n.obs_2020_from_pm10","interstate","distance_feet","distance_mi","name_pp","active_flag","fuel_type","PP_distance_feet","PP_distance_mi","med_income","Month_2021_from_pm2.5","monthly_mean_pm2.5_2021_from_pm2.5","Month_2022_from_pm2.5","monthly_mean_pm2.5_2022_from_pm2.5","Month_2023_from_pm2.5","monthly_mean_pm2.5_2023_from_pm2.5"
"356",356,356,"Red Lake Nation","Red Lake Nation_July","July",31.06451613,8.716129032,31,NA,NA,NA,NA,"July",17.06896552,4.082758621,29,NA,NA,NA,NA,"July",27.09677419,6.932258065,31,NA,NA,NA,NA,"July",22.51612903,5.751612903,31,NA,NA,NA,NA,"July",29.19354839,9.706451613,31,NA,NA,NA,NA,"July",13.83333333,3.323333333,30,NA,NA,NA,NA,"29",499276.8,94.56,"Centennial Generating Station","Y","Diesel",562818.4806,106.6171954,17723,"July",33.29230769,"July",3.45666666666667,"July",14.0548387096774
"357",357,357,"Red Lake Nation","Red Lake Nation_June","June",19.6,4.9,30,NA,NA,NA,NA,"June",15.76666667,3.773333333,30,NA,NA,NA,NA,"June",15.68181818,3.745454545,22,NA,NA,NA,NA,"June",16.24,3.852,25,NA,NA,NA,NA,"June",20.43333333,4.89,30,NA,NA,NA,NA,"June",18.72413793,4.489655172,29,NA,NA,NA,NA,"29",499276.8,94.56,"Centennial Generating Station","Y","Diesel",562818.4806,106.6171954,17723,"June",3.253333333,"June",3.71666666666667,"June",18.6666666666667
"358",358,358,"Red Lake Nation","Red Lake Nation_March","March",23.58064516,5.635483871,31,NA,NA,NA,NA,"March",23.25806452,5.577419355,31,NA,NA,NA,NA,"March",28.03225806,6.761290323,31,NA,NA,NA,NA,"March",25.29032258,6.061290323,31,NA,NA,NA,NA,"March",32.09677419,7.919354839,31,NA,NA,NA,NA,"March",30.4,7.293333333,30,NA,NA,NA,NA,"29",499276.8,94.56,"Centennial Generating Station","Y","Diesel",562818.4806,106.6171954,17723,"March",5.912903226,"March",6.08148148148148,"March",2.90967741935484
"359",359,359,"Red Lake Nation","Red Lake Nation_May","May",14.19354839,3.406451613,31,NA,NA,NA,NA,"May",23,5.752,25,NA,NA,NA,NA,"May",13,3.113333333,30,NA,NA,NA,NA,"May",23.42857143,5.621428571,28,NA,NA,NA,NA,"May",19.46428571,4.75,28,NA,NA,NA,NA,"May",17.03225806,4.087096774,31,NA,NA,NA,NA,"29",499276.8,94.56,"Centennial Generating Station","Y","Diesel",562818.4806,106.6171954,17723,"May",4.125806452,"May",3.36666666666667,"May",6.31612903225806
"360",360,360,"Red Lake Nation","Red Lake Nation_November","November",20.63333333,4.943333333,30,NA,NA,NA,NA,"November",21.53333333,5.186666667,30,NA,NA,NA,NA,"November",28.3,6.813333333,30,NA,NA,NA,NA,"November",26.03333333,6.27,30,NA,NA,NA,NA,"November",20.43333333,4.876666667,30,NA,NA,NA,NA,"November",31.9,7.64,30,NA,NA,NA,NA,"29",499276.8,94.56,"Centennial Generating Station","Y","Diesel",562818.4806,106.6171954,17723,"November",5.89,"November",5.60454545454545,"November",4.42666666666667
"361",361,361,"Red Lake Nation","Red Lake Nation_October","October",14.61290323,3.506451613,31,NA,NA,NA,NA,"October",15.93548387,3.809677419,31,NA,NA,NA,NA,"October",19.09677419,4.577419355,31,NA,NA,NA,NA,"October",19.16666667,4.573333333,30,NA,NA,NA,NA,"October",10.5862069,2.517241379,29,NA,NA,NA,NA,"October",21.93548387,5.241935484,31,NA,NA,NA,NA,"29",499276.8,94.56,"Centennial Generating Station","Y","Diesel",562818.4806,106.6171954,17723,"October",4.288,"October",4.74516129032258,"October",4.46129032258064
"362",362,362,"Red Rock Road","Red Rock Road_December",NA,NA,NA,NA,"December",14.7,15.6,10,NA,NA,NA,NA,"December",16.375,17.625,8,NA,NA,NA,NA,"December",18.7,20.3,10,NA,NA,NA,NA,"December",10.6,11.5,10,NA,NA,NA,NA,"December",17,18.125,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",363,363,"Red Rock Road","Red Rock Road_February",NA,NA,NA,NA,"February",30.14285714,32.28571429,7,NA,NA,NA,NA,"February",15,16.25,8,NA,NA,NA,NA,"February",13.5,14.75,8,NA,NA,NA,NA,"February",16.8,18,10,NA,NA,NA,NA,"February",15.7,17.1,10,NA,NA,NA,NA,"February",14.1,15.4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",364,364,"Red Rock Road","Red Rock Road_January",NA,NA,NA,NA,"January",14.4,15.6,10,NA,NA,NA,NA,"January",20.91666667,23.5,12,NA,NA,NA,NA,"January",11.54545455,12.18181818,11,NA,NA,NA,NA,"January",20.3,21.9,10,NA,NA,NA,NA,"January",25.8,29,10,NA,NA,NA,NA,"January",12.1,13.1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",365,365,"Red Rock Road","Red Rock Road_July",NA,NA,NA,NA,"July",26.9,29.3,10,NA,NA,NA,NA,"July",17.75,19.25,8,NA,NA,NA,NA,"July",38.5,41.6,10,NA,NA,NA,NA,"July",31.5,34.16666667,12,NA,NA,NA,NA,"July",28.2,30.9,10,NA,NA,NA,NA,"July",24.1,26.1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",366,366,"Red Rock Road","Red Rock Road_June",NA,NA,NA,NA,"June",26.88888889,29,9,NA,NA,NA,NA,"June",22.5,24.3,10,NA,NA,NA,NA,"June",26.66666667,28.77777778,9,NA,NA,NA,NA,"June",24.2,26,10,NA,NA,NA,NA,"June",23.25,24.75,4,NA,NA,NA,NA,"June",31.25,33.75,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",367,367,"Red Rock Road","Red Rock Road_March",NA,NA,NA,NA,"March",20.91666667,22.66666667,12,NA,NA,NA,NA,"March",14,15,12,NA,NA,NA,NA,"March",16,17.2,10,NA,NA,NA,NA,"March",19.66666667,21.44444444,9,NA,NA,NA,NA,"March",13,14.2,10,NA,NA,NA,NA,"March",14.77777778,15.88888889,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",368,368,"Red Rock Road","Red Rock Road_May",NA,NA,NA,NA,"May",20.125,21.625,8,NA,NA,NA,NA,"May",32,35.6,10,NA,NA,NA,NA,"May",24.16666667,27.41666667,12,NA,NA,NA,NA,"May",29.6,32,10,NA,NA,NA,NA,"May",17.7,19.2,10,NA,NA,NA,NA,"May",23.9,25.8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",369,369,"Red Rock Road","Red Rock Road_November",NA,NA,NA,NA,"November",27.4,32.7,10,NA,NA,NA,NA,"November",33.8,36.9,10,NA,NA,NA,NA,"November",38.2,42.5,10,NA,NA,NA,NA,"November",19.6,21.1,10,NA,NA,NA,NA,"November",30.5,36,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",370,370,"Red Rock Road","Red Rock Road_October",NA,NA,NA,NA,"October",42.7,53.7,10,NA,NA,NA,NA,"October",28.9,31.7,10,NA,NA,NA,NA,"October",29,34.3,10,NA,NA,NA,NA,"October",38.8,45.4,10,NA,NA,NA,NA,"October",36,43.2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",371,371,"Red Rock Road","Red Rock Road_September",NA,NA,NA,NA,"September",29.5,31.9,10,NA,NA,NA,NA,"September",23.5,25.2,10,NA,NA,NA,NA,"September",40.2,46.9,10,NA,NA,NA,NA,"September",23.4,25.2,10,NA,NA,NA,NA,"September",28.7,30.9,10,NA,NA,NA,NA,"September",28.3,31.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",372,372,"Red Rock Road","Red Rock Road_August",NA,NA,NA,NA,"August",27.2,29.4,10,NA,NA,NA,NA,"August",27.5,29.7,10,NA,NA,NA,NA,"August",31.1,33.5,10,NA,NA,NA,NA,"August",31.6,34.2,10,NA,NA,NA,NA,"August",40.16666667,47.08333333,12,NA,NA,NA,NA,"August",40.25,45.08333333,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",373,373,"Red Rock Road","Red Rock Road_April",NA,NA,NA,NA,"April",21.7,23.4,10,NA,NA,NA,NA,"April",21.8,23.6,10,NA,NA,NA,NA,"April",17,18.4,10,NA,NA,NA,NA,"April",23.5,25.6,10,NA,NA,NA,NA,"April",17,18.5,10,NA,NA,NA,NA,"April",23.9,25.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",374,374,"South St. Anthony Park","South St. Anthony Park_April",NA,NA,NA,NA,NA,NA,NA,NA,"April",27.3,6.57,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94",4724.19,0.894732955,"Hennepin County Energy Center","Y","Natural gas",14838.24938,2.810875243,23784,NA,NA,NA,NA,NA,NA
"375",375,375,"South St. Anthony Park","South St. Anthony Park_August",NA,NA,NA,NA,NA,NA,NA,NA,"August",15.77419355,3.758064516,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94",4724.19,0.894732955,"Hennepin County Energy Center","Y","Natural gas",14838.24938,2.810875243,23784,NA,NA,NA,NA,NA,NA
"376",376,376,"South St. Anthony Park","South St. Anthony Park_December",NA,NA,NA,NA,NA,NA,NA,NA,"December",32.80645161,7.94516129,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94",4724.19,0.894732955,"Hennepin County Energy Center","Y","Natural gas",14838.24938,2.810875243,23784,NA,NA,NA,NA,NA,NA
"377",377,377,"South St. Anthony Park","South St. Anthony Park_February",NA,NA,NA,NA,NA,NA,NA,NA,"February",30.89655172,7.689655172,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94",4724.19,0.894732955,"Hennepin County Energy Center","Y","Natural gas",14838.24938,2.810875243,23784,NA,NA,NA,NA,NA,NA
"378",378,378,"South St. Anthony Park","South St. Anthony Park_January",NA,NA,NA,NA,NA,NA,NA,NA,"January",48.3,13.175,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94",4724.19,0.894732955,"Hennepin County Energy Center","Y","Natural gas",14838.24938,2.810875243,23784,NA,NA,NA,NA,NA,NA
"379",379,379,"South St. Anthony Park","South St. Anthony Park_July",NA,NA,NA,NA,NA,NA,NA,NA,"July",16.16129032,3.848387097,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94",4724.19,0.894732955,"Hennepin County Energy Center","Y","Natural gas",14838.24938,2.810875243,23784,NA,NA,NA,NA,NA,NA
"380",380,380,"South St. Anthony Park","South St. Anthony Park_June",NA,NA,NA,NA,NA,NA,NA,NA,"June",20,4.78,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94",4724.19,0.894732955,"Hennepin County Energy Center","Y","Natural gas",14838.24938,2.810875243,23784,NA,NA,NA,NA,NA,NA
"381",381,381,"South St. Anthony Park","South St. Anthony Park_March",NA,NA,NA,NA,NA,NA,NA,NA,"March",28.34482759,6.948275862,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94",4724.19,0.894732955,"Hennepin County Energy Center","Y","Natural gas",14838.24938,2.810875243,23784,NA,NA,NA,NA,NA,NA
"382",382,382,"South St. Anthony Park","South St. Anthony Park_May",NA,NA,NA,NA,NA,NA,NA,NA,"May",33.2,9.113333333,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94",4724.19,0.894732955,"Hennepin County Energy Center","Y","Natural gas",14838.24938,2.810875243,23784,NA,NA,NA,NA,NA,NA
"383",383,383,"South St. Anthony Park","South St. Anthony Park_November",NA,NA,NA,NA,NA,NA,NA,NA,"November",32.62068966,7.893103448,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94",4724.19,0.894732955,"Hennepin County Energy Center","Y","Natural gas",14838.24938,2.810875243,23784,NA,NA,NA,NA,NA,NA
"384",384,384,"South St. Anthony Park","South St. Anthony Park_October",NA,NA,NA,NA,NA,NA,NA,NA,"October",22.67741935,5.477419355,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94",4724.19,0.894732955,"Hennepin County Energy Center","Y","Natural gas",14838.24938,2.810875243,23784,NA,NA,NA,NA,NA,NA
"385",385,385,"South St. Anthony Park","South St. Anthony Park_September",NA,NA,NA,NA,NA,NA,NA,NA,"September",11.66666667,2.783333333,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94",4724.19,0.894732955,"Hennepin County Energy Center","Y","Natural gas",14838.24938,2.810875243,23784,NA,NA,NA,NA,NA,NA
"386",386,386,"Southwest Minnesota Regional Airport","Southwest Minnesota Regional Airport_April","April",23.26666667,5.696666667,30,NA,NA,NA,NA,"April",24.85714286,6.021428571,28,NA,NA,NA,NA,"April",19.06666667,4.73,30,NA,NA,NA,NA,"April",25.96666667,6.253333333,30,NA,NA,NA,NA,"April",21,5.043333333,30,NA,NA,NA,NA,"April",19.46666667,4.67,30,NA,NA,NA,NA,"29",236544,44.8,"Xcel Energy - Minnesota Valley","Y","Diesel",147594.4556,27.95947087,32408,"April",5.296666667,"April",5.52,"April",6.94
"387",387,387,"Southwest Minnesota Regional Airport","Southwest Minnesota Regional Airport_August","August",14.48387097,3.467741935,31,NA,NA,NA,NA,"August",10.74193548,2.532258065,31,NA,NA,NA,NA,"August",19.25806452,4.632258065,31,NA,NA,NA,NA,"August",39.45833333,10.63333333,24,NA,NA,NA,NA,"August",21.73333333,5.2,30,NA,NA,NA,NA,"August",23.03225806,5.516129032,31,NA,NA,NA,NA,"29",236544,44.8,"Xcel Energy - Minnesota Valley","Y","Diesel",147594.4556,27.95947087,32408,"August",11.53548387,"August",4.57096774193548,"August",15.8096774193548
"388",388,388,"Southwest Minnesota Regional Airport","Southwest Minnesota Regional Airport_December","December",25.61290323,6.15483871,31,NA,NA,NA,NA,"December",22.61290323,5.832258065,31,NA,NA,NA,NA,"December",17.66666667,4.233333333,27,NA,NA,NA,NA,"December",26.90322581,6.493548387,31,NA,NA,NA,NA,"December",28.22580645,7.135483871,31,NA,NA,NA,NA,"December",31.09677419,7.974193548,31,NA,NA,NA,NA,"29",236544,44.8,"Xcel Energy - Minnesota Valley","Y","Diesel",147594.4556,27.95947087,32408,"December",4.474193548,"December",6.352,"December",7.23333333333333
"389",389,389,"Southwest Minnesota Regional Airport","Southwest Minnesota Regional Airport_February","February",30.07142857,7.603571429,28,NA,NA,NA,NA,"February",19.20689655,4.617241379,29,NA,NA,NA,NA,"February",17.51851852,4.203703704,27,NA,NA,NA,NA,"February",27.32142857,6.578571429,28,NA,NA,NA,NA,"February",38.60714286,10.025,28,NA,NA,NA,NA,"February",16.4137931,3.934482759,29,NA,NA,NA,NA,"29",236544,44.8,"Xcel Energy - Minnesota Valley","Y","Diesel",147594.4556,27.95947087,32408,"February",6.696296296,"February",10.4888888888889,"February",5.70357142857143
"390",390,390,"Southwest Minnesota Regional Airport","Southwest Minnesota Regional Airport_January","January",22.93548387,5.493548387,31,NA,NA,NA,NA,"January",30.79166667,7.720833333,24,NA,NA,NA,NA,"January",32.41935484,7.851612903,31,NA,NA,NA,NA,"January",25.67741935,6.187096774,31,NA,NA,NA,NA,"January",26.2,6.406666667,30,NA,NA,NA,NA,"January",25.28571429,6.157142857,28,NA,NA,NA,NA,"29",236544,44.8,"Xcel Energy - Minnesota Valley","Y","Diesel",147594.4556,27.95947087,32408,"January",6.7,"January",5.53870967741936,"January",9.51935483870968
"391",391,391,"Southwest Minnesota Regional Airport","Southwest Minnesota Regional Airport_July","July",23.77419355,6.24516129,31,NA,NA,NA,NA,"July",12.35483871,2.938709677,31,NA,NA,NA,NA,"July",20.24137931,4.85862069,29,NA,NA,NA,NA,"July",18,4.348387097,31,NA,NA,NA,NA,"July",25.41935484,6.103225806,31,NA,NA,NA,NA,"July",11.80645161,2.832258065,31,NA,NA,NA,NA,"29",236544,44.8,"Xcel Energy - Minnesota Valley","Y","Diesel",147594.4556,27.95947087,32408,"July",19.93870968,"July",5.72258064516129,"July",14.4870967741935
"392",392,392,"Southwest Minnesota Regional Airport","Southwest Minnesota Regional Airport_June","June",22.93333333,5.93,30,NA,NA,NA,NA,"June",14.53333333,3.483333333,30,NA,NA,NA,NA,"June",17.52,4.188,25,NA,NA,NA,NA,"June",17.8,4.263333333,30,NA,NA,NA,NA,"June",27.17241379,6.496551724,29,NA,NA,NA,NA,"June",21.82142857,5.25,28,NA,NA,NA,NA,"29",236544,44.8,"Xcel Energy - Minnesota Valley","Y","Diesel",147594.4556,27.95947087,32408,"June",6.276666667,"June",5.93,"June",16.6233333333333
"393",393,393,"Southwest Minnesota Regional Airport","Southwest Minnesota Regional Airport_March","March",17.83870968,4.303225806,31,NA,NA,NA,NA,"March",20.25806452,4.867741935,31,NA,NA,NA,NA,"March",20,4.796774194,31,NA,NA,NA,NA,"March",30.19354839,7.270967742,31,NA,NA,NA,NA,"March",37.14285714,9.478571429,28,NA,NA,NA,NA,"March",16.12903226,3.85483871,31,NA,NA,NA,NA,"29",236544,44.8,"Xcel Energy - Minnesota Valley","Y","Diesel",147594.4556,27.95947087,32408,"March",6.293548387,"March",5.33225806451613,"March",7.77741935483871
"394",394,394,"Southwest Minnesota Regional Airport","Southwest Minnesota Regional Airport_May","May",16.93548387,4.05483871,31,NA,NA,NA,NA,"May",18.19354839,4.390322581,31,NA,NA,NA,NA,"May",12.77419355,3.064516129,31,NA,NA,NA,NA,"May",23.91666667,5.708333333,24,NA,NA,NA,NA,"May",18.12903226,4.435483871,31,NA,NA,NA,NA,"May",16.09677419,3.848387097,31,NA,NA,NA,NA,"29",236544,44.8,"Xcel Energy - Minnesota Valley","Y","Diesel",147594.4556,27.95947087,32408,"May",4.548387097,"May",5.09354838709677,"May",12.3741935483871
"395",395,395,"Southwest Minnesota Regional Airport","Southwest Minnesota Regional Airport_November","November",20.96666667,5,30,NA,NA,NA,NA,"November",17.37037037,4.144444444,27,NA,NA,NA,NA,"November",23.96666667,5.763333333,30,NA,NA,NA,NA,"November",25.03333333,6.063333333,30,NA,NA,NA,NA,"November",16.10714286,3.85,28,NA,NA,NA,NA,"November",24.92592593,6.007407407,27,NA,NA,NA,NA,"29",236544,44.8,"Xcel Energy - Minnesota Valley","Y","Diesel",147594.4556,27.95947087,32408,"November",4.833333333,"November",9.56785714285714,"November",6.48333333333333
"396",396,396,"Southwest Minnesota Regional Airport","Southwest Minnesota Regional Airport_October","October",31.07142857,8.085714286,28,NA,NA,NA,NA,"October",19.03448276,4.534482759,29,NA,NA,NA,NA,"October",16.19354839,3.883870968,31,NA,NA,NA,NA,"October",21.13333333,5.066666667,30,NA,NA,NA,NA,"October",11.93548387,2.870967742,31,NA,NA,NA,NA,"October",29.87096774,7.519354839,31,NA,NA,NA,NA,"29",236544,44.8,"Xcel Energy - Minnesota Valley","Y","Diesel",147594.4556,27.95947087,32408,"October",5.780645161,"October",8.42903225806452,"October",5.49333333333333
"397",397,397,"Southwest Minnesota Regional Airport","Southwest Minnesota Regional Airport_September","September",24.75,5.933333333,24,NA,NA,NA,NA,"September",9.08,2.152,25,NA,NA,NA,NA,"September",31.56,8.06,25,NA,NA,NA,NA,"September",19.93333333,4.76,30,NA,NA,NA,NA,"September",16.54166667,3.966666667,24,NA,NA,NA,NA,"September",23.13333333,5.773333333,30,NA,NA,NA,NA,"29",236544,44.8,"Xcel Energy - Minnesota Valley","Y","Diesel",147594.4556,27.95947087,32408,"September",5.603703704,"September",5.62333333333333,"September",17.1793103448276
"398",398,398,"St. Louis Park City Hall","St. Louis Park City Hall_April","April",21.6,5.19,10,NA,NA,NA,NA,"April",19.66666667,4.75,6,NA,NA,NA,NA,"April",25,6.06,10,NA,NA,NA,NA,"April",31.4,7.59,10,NA,NA,NA,NA,"April",23.4,5.96,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"394",8025.6,1.52,"Hennepin County Energy Center","Y","Natural gas",23571.65354,4.465282641,45398,"April",5.907692308,"April",5.28333333333333,"April",4.06666666666667
"399",399,399,"St. Louis Park City Hall","St. Louis Park City Hall_August","August",29.72727273,7.254545455,11,NA,NA,NA,NA,"August",24.36363636,5.827272727,11,NA,NA,NA,NA,"August",31.6,7.61,10,NA,NA,NA,NA,"August",48,12.65555556,9,NA,NA,NA,NA,"August",21.85714286,5.257142857,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"394",8025.6,1.52,"Hennepin County Energy Center","Y","Natural gas",23571.65354,4.465282641,45398,"August",11.57692308,"August",6.425,"August",9.475
"400",400,400,"St. Louis Park City Hall","St. Louis Park City Hall_December","December",26.8,6.41,10,NA,NA,NA,NA,"December",21.875,5.2375,8,NA,NA,NA,NA,"December",27.7,6.86,10,NA,NA,NA,NA,"December",41.4,11.28,10,NA,NA,NA,NA,"December",45.33333333,11.55833333,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"394",8025.6,1.52,"Hennepin County Energy Center","Y","Natural gas",23571.65354,4.465282641,45398,"December",7.738461538,"December",7.55384615384615,"December",NA
"401",401,401,"St. Louis Park City Hall","St. Louis Park City Hall_February","February",32.33333333,7.822222222,9,NA,NA,NA,NA,"February",29.66666667,7.633333333,9,NA,NA,NA,NA,"February",27.22222222,6.688888889,9,NA,NA,NA,NA,"February",35.8,8.87,10,NA,NA,NA,NA,"February",42,11.45555556,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"394",8025.6,1.52,"Hennepin County Energy Center","Y","Natural gas",23571.65354,4.465282641,45398,"February",14.84166667,"February",7.025,"February",8.01111111111111
"402",402,402,"St. Louis Park City Hall","St. Louis Park City Hall_January","January",29.6,7.11,10,NA,NA,NA,NA,"January",41.54545455,11.03636364,11,NA,NA,NA,NA,"January",38.63636364,10.02727273,11,NA,NA,NA,NA,"January",35.4,8.48,10,NA,NA,NA,NA,"January",31.33333333,8.022222222,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"394",8025.6,1.52,"Hennepin County Energy Center","Y","Natural gas",23571.65354,4.465282641,45398,"January",11.62307692,"January",9.3,"January",13.2166666666667
"403",403,403,"St. Louis Park City Hall","St. Louis Park City Hall_July","July",34.4,8.42,10,NA,NA,NA,NA,"July",22.9,5.49,10,NA,NA,NA,NA,"July",28.4,6.81,10,NA,NA,NA,NA,"July",31.36363636,7.536363636,11,NA,NA,NA,NA,"July",36.36363636,9.518181818,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"394",8025.6,1.52,"Hennepin County Energy Center","Y","Natural gas",23571.65354,4.465282641,45398,"July",19.9,"July",5.91428571428571,"July",12.1090909090909
"404",404,404,"St. Louis Park City Hall","St. Louis Park City Hall_June","June",33,8.49,10,NA,NA,NA,NA,"June",21.8,5.21,10,NA,NA,NA,NA,"June",24.44444444,5.877777778,9,NA,NA,NA,NA,"June",26.4,6.36,10,NA,NA,NA,NA,"June",27.66666667,6.622222222,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"394",8025.6,1.52,"Hennepin County Energy Center","Y","Natural gas",23571.65354,4.465282641,45398,"June",5.883333333,"June",6.54166666666667,"June",23.76
"405",405,405,"St. Louis Park City Hall","St. Louis Park City Hall_March","March",28,6.681818182,11,NA,NA,NA,NA,"March",26.63636364,6.509090909,11,NA,NA,NA,NA,"March",26.8,6.41,10,NA,NA,NA,NA,"March",35.2,8.88,10,NA,NA,NA,NA,"March",32.36363636,8.127272727,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"394",8025.6,1.52,"Hennepin County Energy Center","Y","Natural gas",23571.65354,4.465282641,45398,"March",6.69,"March",4.75454545454545,"March",5.90769230769231
